,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
9,fl,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,43.2957189,0.3838777,16659.999,state,fb-survey
10,ga,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.7754066,0.6285938,6257.9473,state,fb-survey
11,hi,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,36.2426036,1.5103245,1013.0,state,fb-survey
12,ia,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,48.1211449,0.8336136,3592.4995,state,fb-survey
13,id,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,52.1723186,1.1346179,1938.2966,state,fb-survey
14,il,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,45.5310766,0.4884925,10393.0,state,fb-survey
15,in,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,51.092766,0.6457198,5993.0008,state,fb-survey
16,ks,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,50.2051445,0.9571711,2728.6858,state,fb-survey
17,ky,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,45.8174035,0.8090932,3792.2167,state,fb-survey
18,la,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,51.3853597,0.8405184,3535.9983,state,fb-survey
19,ma,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.4433226,0.7051271,4966.015,state,fb-survey
20,md,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,39.9316893,0.7795581,3946.991,state,fb-survey
21,me,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.8650235,1.2052031,1703.0,state,fb-survey
22,mi,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,46.9018703,0.5046195,9780.0543,state,fb-survey
23,mn,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,45.8803034,0.7328327,4623.5117,state,fb-survey
24,mo,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,47.4967959,0.7066553,4993.8424,state,fb-survey
25,ms,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,46.3531587,1.0790495,2135.7025,state,fb-survey
26,mt,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,47.3226471,1.3312967,1406.5115,state,fb-survey
27,nc,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,45.2599174,0.5577903,7963.011,state,fb-survey
28,nd,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,49.0099462,1.7250489,839.7826,state,fb-survey
29,ne,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,49.2539421,1.1742407,1812.7131,state,fb-survey
30,nh,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,45.2647059,1.2075827,1699.0,state,fb-survey
31,nj,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.0505673,0.6382576,6049.9979,state,fb-survey
32,nm,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,41.7267627,1.2055289,1673.1258,state,fb-survey
33,nv,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,40.7209535,1.100884,1991.7554,state,fb-survey
34,ny,smoothed_spent_time_1d,2020-10-03,2020-10-04,1,44.2944771,0.4432829,12557.0006,state,fb-survey
