,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
7,dc,restaurants_visit_prop,2020-10-05,2020-11-30,56,39.728859989822,,,state,safegraph
8,de,restaurants_visit_prop,2020-10-05,2020-11-30,56,173.87260650977,,,state,safegraph
9,fl,restaurants_visit_prop,2020-10-05,2020-11-30,56,256.3465737258,,,state,safegraph
10,ga,restaurants_visit_prop,2020-10-05,2020-11-30,56,361.84095232332,,,state,safegraph
11,hi,restaurants_visit_prop,2020-10-05,2020-11-30,56,82.329787829708,,,state,safegraph
12,ia,restaurants_visit_prop,2020-10-05,2020-11-30,56,360.78964607747,,,state,safegraph
13,id,restaurants_visit_prop,2020-10-05,2020-11-30,56,195.85707215725,,,state,safegraph
14,il,restaurants_visit_prop,2020-10-05,2020-11-30,56,195.80806057173,,,state,safegraph
15,in,restaurants_visit_prop,2020-10-05,2020-11-30,56,301.276364921,,,state,safegraph
16,ks,restaurants_visit_prop,2020-10-05,2020-11-30,56,283.91296869439,,,state,safegraph
17,ky,restaurants_visit_prop,2020-10-05,2020-11-30,56,407.49101199504,,,state,safegraph
18,la,restaurants_visit_prop,2020-10-05,2020-11-30,56,319.14220110529,,,state,safegraph
19,ma,restaurants_visit_prop,2020-10-05,2020-11-30,56,78.087877660237,,,state,safegraph
20,md,restaurants_visit_prop,2020-10-05,2020-11-30,56,134.65096273587,,,state,safegraph
21,me,restaurants_visit_prop,2020-10-05,2020-11-30,56,149.46658998015,,,state,safegraph
22,mi,restaurants_visit_prop,2020-10-05,2020-11-30,56,198.3981536778,,,state,safegraph
23,mn,restaurants_visit_prop,2020-10-05,2020-11-30,56,191.15515584965,,,state,safegraph
24,mo,restaurants_visit_prop,2020-10-05,2020-11-30,56,359.50267694471,,,state,safegraph
25,ms,restaurants_visit_prop,2020-10-05,2020-11-30,56,481.40312245885,,,state,safegraph
26,mt,restaurants_visit_prop,2020-10-05,2020-11-30,56,138.04245346734,,,state,safegraph
27,nc,restaurants_visit_prop,2020-10-05,2020-11-30,56,331.40146277268,,,state,safegraph
28,nd,restaurants_visit_prop,2020-10-05,2020-11-30,56,307.39440623787,,,state,safegraph
29,ne,restaurants_visit_prop,2020-10-05,2020-11-30,56,333.853118954,,,state,safegraph
30,nh,restaurants_visit_prop,2020-10-05,2020-11-30,56,140.23110455059,,,state,safegraph
31,nj,restaurants_visit_prop,2020-10-05,2020-11-30,56,113.94980610062,,,state,safegraph
32,nm,restaurants_visit_prop,2020-10-05,2020-11-30,56,162.06240038836,,,state,safegraph
