,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
26,mt,smoothed_wearing_mask,2020-09-10,2020-12-09,90,23.1859738,1.7346486,591.8925,state,fb-survey
27,nc,smoothed_wearing_mask,2020-09-10,2020-12-09,90,13.133125199999995,0.5620009,3612.0037,state,fb-survey
28,nd,smoothed_wearing_mask,2020-09-10,2020-12-09,90,34.568259999999995,2.5092027,359.2481,state,fb-survey
29,ne,smoothed_wearing_mask,2020-09-10,2020-12-09,90,20.8524539,1.446014,789.3137,state,fb-survey
30,nh,smoothed_wearing_mask,2020-09-10,2020-12-09,90,13.501292000000007,1.2291439,773.0,state,fb-survey
31,nj,smoothed_wearing_mask,2020-09-10,2020-12-09,90,9.801979700000004,0.5918488,2523.9991,state,fb-survey
32,nm,smoothed_wearing_mask,2020-09-10,2020-12-09,90,10.255323500000003,1.0833124,784.2429,state,fb-survey
33,nv,smoothed_wearing_mask,2020-09-10,2020-12-09,90,12.429538100000002,1.1122051,879.9193,state,fb-survey
34,ny,smoothed_wearing_mask,2020-09-10,2020-12-09,90,8.580214400000003,0.3823348,5365.9999,state,fb-survey
35,oh,smoothed_wearing_mask,2020-09-10,2020-12-09,90,15.428261199999994,0.5496416,4318.9988,state,fb-survey
36,ok,smoothed_wearing_mask,2020-09-10,2020-12-09,90,22.350270100000003,1.0434213,1594.055,state,fb-survey
37,or,smoothed_wearing_mask,2020-09-10,2020-12-09,90,11.378616500000007,0.815842,1515.0112,state,fb-survey
38,pa,smoothed_wearing_mask,2020-09-10,2020-12-09,90,14.198728599999995,0.4853357,5172.0033,state,fb-survey
39,ri,smoothed_wearing_mask,2020-09-10,2020-12-09,90,6.704636899999997,1.1936812,438.994,state,fb-survey
40,sc,smoothed_wearing_mask,2020-09-10,2020-12-09,90,16.817764800000006,0.7773631,2315.0004,state,fb-survey
41,sd,smoothed_wearing_mask,2020-09-10,2020-12-09,90,39.7315777,2.4168825,409.9346,state,fb-survey
42,tn,smoothed_wearing_mask,2020-09-10,2020-12-09,90,18.6871048,0.8000504,2373.9238,state,fb-survey
43,tx,smoothed_wearing_mask,2020-09-10,2020-12-09,90,11.714925500000007,0.3803829,7148.0066,state,fb-survey
44,ut,smoothed_wearing_mask,2020-09-10,2020-12-09,90,22.355977800000005,1.2163599,1173.2148,state,fb-survey
45,va,smoothed_wearing_mask,2020-09-10,2020-12-09,90,10.9124628,0.5617027,3081.2483,state,fb-survey
46,vt,smoothed_wearing_mask,2020-09-10,2020-12-09,90,9.785520199999993,1.5404888,372.0001,state,fb-survey
47,wa,smoothed_wearing_mask,2020-09-10,2020-12-09,90,10.338480500000003,0.5574499,2982.9859,state,fb-survey
48,wi,smoothed_wearing_mask,2020-09-10,2020-12-09,90,16.714766400000002,0.7576667,2425.001,state,fb-survey
49,wv,smoothed_wearing_mask,2020-09-10,2020-12-09,90,20.1664909,1.3419192,894.0521,state,fb-survey
50,wy,smoothed_wearing_mask,2020-09-10,2020-12-09,90,38.8312441,2.8184747,299.0079,state,fb-survey
0,ak,smoothed_wearing_mask,2020-09-11,2020-12-09,89,20.149253700000003,1.854155,468.0,state,fb-survey
1,al,smoothed_wearing_mask,2020-09-11,2020-12-09,89,14.752935800000003,0.7694777,2124.055,state,fb-survey
